1	1789115998.635879529	127.0.0.1	62986	127.0.0.1	80	0
4	1789115998.637145178	127.0.0.1	52714	127.0.0.1	80	0
7	1789115998.638498707	127.0.0.1	26475	127.0.0.1	80	0
10	1789115998.640045660	127.0.0.1	22080	127.0.0.1	80	0
